訂單編號,產品系列,數量,預估交期
B0107209,USB3.0,1.0,2019-04-09
B0106445,USB3.0,1.0,2019-04-09
T1190065,Unknown,2.0,2019-04-09
T1190063,Unknown,2.0,2019-04-09
T1190062,Unknown,2.0,2019-04-09
T1190064,Unknown,2.0,2019-04-09
B0105355,USB2.0,1000.0,2019-04-10
B0107465,USB3.0,600.0,2019-04-10
B0201213,USB3.0(TYPE C),440.0,2019-04-10
B0107347,其他,1350.0,2019-04-10
C3103011,Unknown,120.0,2019-04-10
C3103010,Unknown,250.0,2019-04-10
B0106773,GIGE,90.0,2019-04-11
B0107241,GIGE,64.0,2019-04-11
B0107380,USB2.0,4642.0,2019-04-11
B0201213,USB3.0(TYPE C),400.0,2019-04-11
A0202586,Unknown,4032.0,2019-04-11
C3301002,Unknown,1000.0,2019-04-11
A0202491,Unknown,3000.0,2019-04-11
A0202550,Unknown,1000.0,2019-04-11
C3301005,Unknown,3000.0,2019-04-11
A0202583,Unknown,5000.0,2019-04-11
T1190056,Unknown,1.0,2019-04-11
A0202551,Unknown,2000.0,2019-04-11
A0202668,Unknown,1000.0,2019-04-11
A0202765,Unknown,1000.0,2019-04-11
A0202397,Unknown,1500.0,2019-04-11
A0202501,Unknown,3000.0,2019-04-11
C3301006,Unknown,3000.0,2019-04-11
B0106743,GIGE,3.0,2019-04-12
B0106746,GIGE,500.0,2019-04-12
B0107074,GIGE,35.0,2019-04-12
B0106773,GIGE,500.0,2019-04-12
B0106742,GIGE,50.0,2019-04-12
B0107241,GIGE,4.0,2019-04-12
B0106774,GIGE,140.0,2019-04-12
B0107450,USB2.0,10.0,2019-04-12
B0107465,USB3.0,1600.0,2019-04-12
B0106863,USB3.0,21.0,2019-04-12
B0201213,USB3.0(TYPE C),300.0,2019-04-12
C3001007,Unknown,10000.0,2019-04-12
T1190113,Unknown,10.0,2019-04-12
B0107465,USB3.0,600.0,2019-04-13
B0201213,USB3.0(TYPE C),300.0,2019-04-13
T1190108,Unknown,4.0,2019-04-13
B0107465,USB3.0,1200.0,2019-04-15
B0107272,USB3.0,408.0,2019-04-15
B0106890,其他,15.0,2019-04-15
FFS00001,Unknown,2.0,2019-04-15
C2402113,Unknown,17550.0,2019-04-15
T2190006,Unknown,9.0,2019-04-15
B0107465,USB3.0,1400.0,2019-04-16
B0106913,USB3.0,500.0,2019-04-16
B0107140,USB3.0,10.0,2019-04-16
B0107271,USB3.0,100.0,2019-04-16
B0106914,USB3.0,500.0,2019-04-16
B0201213,USB3.0(TYPE C),560.0,2019-04-16
B0105482,其他,500.0,2019-04-16
B0105462,其他,100.0,2019-04-16
B0106083,其他,25.0,2019-04-16
B0107493,其他,1.0,2019-04-16
B0107494,其他,1.0,2019-04-16
B0105932,其他,25.0,2019-04-16
B0106309,其他,350.0,2019-04-16
C2001691,Unknown,4000.0,2019-04-16
C0406002,Unknown,1000.0,2019-04-16
T2190009,Unknown,500.0,2019-04-16
B0201146,Unknown,3.0,2019-04-16
C2001623,Unknown,6000.0,2019-04-16
T1190107,Unknown,5.0,2019-04-16
B0201144,Unknown,3.0,2019-04-16
T1190100,Unknown,1.0,2019-04-16
C1502053,Unknown,100.0,2019-04-16
B0106378,USB2.0,38000.0,2019-04-17
B0106797,USB2.0,15000.0,2019-04-17
B0105990,USB2.0,50000.0,2019-04-17
B0106383,USB2.0,2000.0,2019-04-17
B0106798,USB2.0,10000.0,2019-04-17
B0107465,USB3.0,1120.0,2019-04-17
B0107209,USB3.0,10.0,2019-04-17
B0201224,USB3.0(TYPE C),10.0,2019-04-17
B0101957,其他,42000.0,2019-04-17
B0105992,其他,55000.0,2019-04-17
B0107017,其他,5577.0,2019-04-17
B0106285,其他,64.0,2019-04-17
HQPF01,Unknown,1.0,2019-04-17
C1502054,Unknown,50400.0,2019-04-17
B0107489,GIGE,10.0,2019-04-18
B0106746,GIGE,25.0,2019-04-18
B0107274,USB2.0,10000.0,2019-04-18
B0107273,USB2.0,20000.0,2019-04-18
B0107380,USB2.0,2016.0,2019-04-18
B0106862,USB3.0,13.0,2019-04-18
B0107078,USB3.0,1.0,2019-04-18
B0106632,USB3.0,950.0,2019-04-18
B0106689,USB3.0,1000.0,2019-04-18
B0201224,USB3.0(TYPE C),800.0,2019-04-18
B0201200,USB3.0(TYPE C),1400.0,2019-04-18
B0102362,其他,5000.0,2019-04-18
B0106941,其他,79.0,2019-04-18
T1190123,Unknown,2.0,2019-04-18
A0202750,Unknown,50.0,2019-04-18
A0202586,Unknown,3024.0,2019-04-18
A0202678,Unknown,400.0,2019-04-18
T1190124,Unknown,2.0,2019-04-18
T1190129,Unknown,1.0,2019-04-18
HQPF01,Unknown,1.0,2019-04-18
A0202648,Unknown,5000.0,2019-04-18
A0202430,Unknown,6240.0,2019-04-18
B0106742,GIGE,120.0,2019-04-19
B0107156,GIGE,20.0,2019-04-19
B0106773,GIGE,400.0,2019-04-19
B0106746,GIGE,510.0,2019-04-19
B0107242,GIGE,1.0,2019-04-19
B0107241,GIGE,16.0,2019-04-19
B0107464,USB3.0,100.0,2019-04-19
B0106869,其他,51.0,2019-04-19
B0101822,其他,2.0,2019-04-19
B0106854,其他,255.0,2019-04-19
B0106371,其他,10.0,2019-04-19
B0101946,其他,2.0,2019-04-19
B0105600,其他,2.0,2019-04-19
T1190044,Unknown,5.0,2019-04-19
T1190095,Unknown,5.0,2019-04-19
T1190096,Unknown,5.0,2019-04-19
T1190089,Unknown,5.0,2019-04-19
T1190153,Unknown,4.0,2019-04-19
T1190091,Unknown,5.0,2019-04-19
T1190145,Unknown,4.0,2019-04-19
T1190151,Unknown,1.0,2019-04-19
T1190094,Unknown,5.0,2019-04-19
T1190111,Unknown,5.0,2019-04-19
T1190086,Unknown,5.0,2019-04-19
T1190097,Unknown,5.0,2019-04-19
T1190090,Unknown,5.0,2019-04-19
T1190093,Unknown,5.0,2019-04-19
T1190098,Unknown,5.0,2019-04-19
B0106863,USB3.0,5.0,2019-04-22
B0107464,USB3.0,740.0,2019-04-22
B0107272,USB3.0,10.0,2019-04-22
B0602206,其他,7110.0,2019-04-22
A0202786,Unknown,100.0,2019-04-22
T1190136,Unknown,2.0,2019-04-22
A0202586,Unknown,2016.0,2019-04-22
B0106925,Unknown,3.0,2019-04-22
B0106732,GIGE,2.0,2019-04-23
B0107464,USB3.0,119.0,2019-04-23
B0107470,USB3.0,95.0,2019-04-23
B0107471,USB3.0,95.0,2019-04-23
B0201224,USB3.0(TYPE C),1000.0,2019-04-23
B0201222,USB3.0(主動線),10.0,2019-04-23
T1190162,Unknown,2.0,2019-04-23
T1190161,Unknown,2.0,2019-04-23
B0301141,Unknown,2.0,2019-04-23
T1190102,Unknown,5.0,2019-04-23
T1190144,Unknown,8.0,2019-04-23
T1190150,Unknown,1.0,2019-04-23
T1190099,Unknown,50.0,2019-04-23
T1190024,Unknown,2.0,2019-04-23
T1190023,Unknown,2.0,2019-04-23
B0107277,USB3.0,30.0,2019-04-24
B0201225,Unknown,30.0,2019-04-24
B0106407,Unknown,9.0,2019-04-24
B0301141,Unknown,13.0,2019-04-24
HQPF01,Unknown,1.0,2019-04-24
T1190117,Unknown,5.0,2019-04-24
T1190118,Unknown,5.0,2019-04-24
B0107456,USB2.0,11000.0,2019-04-25
B0107286,USB3.0,2.0,2019-04-25
A0202698,Unknown,5000.0,2019-04-25
A0205049,Unknown,10000.0,2019-04-25
A0202580,Unknown,3000.0,2019-04-25
A0202589,Unknown,5000.0,2019-04-25
A0202431,Unknown,5000.0,2019-04-25
C1801103,Unknown,30000.0,2019-04-25
A0202586,Unknown,4032.0,2019-04-25
A0202668,Unknown,1000.0,2019-04-25
B0106742,GIGE,310.0,2019-04-26
B0106656,GIGE,5.0,2019-04-26
B0106773,GIGE,310.0,2019-04-26
B0106746,GIGE,10.0,2019-04-26
B0106774,GIGE,30.0,2019-04-26
B0107078,USB3.0,22.0,2019-04-26
B0107286,USB3.0,21.0,2019-04-26
B0107495,USB3.0,300.0,2019-04-26
B0107262,USB3.0,500.0,2019-04-26
B0107375,USB3.0,1012.0,2019-04-26
B0106862,USB3.0,15.0,2019-04-26
B0106862,USB3.0,120.0,2019-04-26
B0107209,USB3.0,100.0,2019-04-26
B0106850,USB3.0,3.0,2019-04-26
B0106445,USB3.0,13.0,2019-04-26
B0201125,USB3.0(主動線),1.0,2019-04-26
B0106854,其他,4.0,2019-04-26
B0106944,其他,80.0,2019-04-26
B0107171,其他,80.0,2019-04-26
B0106750,其他,300.0,2019-04-26
B0106667,其他,100.0,2019-04-26
C2402072,Unknown,5700.0,2019-04-26
T2190014,Unknown,10.0,2019-04-26
C3001009,Unknown,5000.0,2019-04-26
T2190011,Unknown,200.0,2019-04-26
T1190144,Unknown,32.0,2019-04-26
B0107496,Unknown,2.0,2019-04-26
T1190130,Unknown,1.0,2019-04-26
HQPF01,Unknown,3.0,2019-04-26
T1190125,Unknown,5.0,2019-04-26
B0107187,Unknown,1.0,2019-04-26
T1190135,Unknown,1.0,2019-04-26
B0106925,Unknown,6.0,2019-04-26
B0106458,Unknown,1.0,2019-04-26
B0107488,Unknown,10.0,2019-04-26
B0107405,Unknown,200.0,2019-04-26
C2402113,Unknown,13650.0,2019-04-26
C3001007,Unknown,10000.0,2019-04-26
T1190126,Unknown,5.0,2019-04-26
T1190131,Unknown,1.0,2019-04-26
T1190159,Unknown,4.0,2019-04-26
T1190163,Unknown,2.0,2019-04-26
B0107380,USB2.0,5040.0,2019-04-29
B0107019,USB2.0,7035.0,2019-04-29
B0107473,USB3.0,300.0,2019-04-29
B0107272,USB3.0,2.0,2019-04-29
B0106434,USB3.0,100.0,2019-04-29
B0106923,USB3.0,2.0,2019-04-29
B0106363,USB3.0,100.0,2019-04-29
B0106722,USB3.0,150.0,2019-04-29
B0106188,USB3.0,100.0,2019-04-29
B0106364,USB3.0,100.0,2019-04-29
B0107032,USB3.0,1.0,2019-04-29
B0107272,USB3.0,612.0,2019-04-29
B0106433,USB3.0,100.0,2019-04-29
B0106329,USB3.0,150.0,2019-04-29
B0106863,USB3.0,2.0,2019-04-29
B0107184,USB3.0,50.0,2019-04-29
B0107464,USB3.0,3664.0,2019-04-29
B0301041,其他,1000.0,2019-04-29
B0106030,其他,50.0,2019-04-29
B0106791,其他,50.0,2019-04-29
B0106083,其他,100.0,2019-04-29
B0106064,其他,100.0,2019-04-29
B0107492,其他,50.0,2019-04-29
B0105048,其他,50.0,2019-04-29
B0106896,其他,500.0,2019-04-29
B0101946,其他,100.0,2019-04-29
B0101998,其他,500.0,2019-04-29
B0104165,其他,500.0,2019-04-29
B0105822,其他,100.0,2019-04-29
B0106763,其他,25.0,2019-04-29
C2001623,Unknown,6000.0,2019-04-29
T1190154,Unknown,15.0,2019-04-29
C2901017,Unknown,1000.0,2019-04-29
B0106236,Unknown,2.0,2019-04-29
E19G1004,Unknown,2.0,2019-04-29
T1190133,Unknown,2.0,2019-04-29
T1190134,Unknown,2.0,2019-04-29
C2501028,Unknown,10.0,2019-04-29
T1190160,Unknown,2.0,2019-04-29
E19G1003,Unknown,4.0,2019-04-29
C0104276,Unknown,158.0,2019-04-29
T1190157,Unknown,5.0,2019-04-29
C2501027,Unknown,10.0,2019-04-29
T1190169,Unknown,2.0,2019-04-29
C3003007,Unknown,1000.0,2019-04-29
C2903025,Unknown,1000.0,2019-04-29
B0106734,Unknown,2.0,2019-04-29
A0202649,Unknown,5000.0,2019-04-29
C2903023,Unknown,500.0,2019-04-29
T1190155,Unknown,15.0,2019-04-29
C1804127,Unknown,3000.0,2019-04-29
C2501026,Unknown,10.0,2019-04-29
T1190137,Unknown,2.0,2019-04-29
A0202587,Unknown,10000.0,2019-04-29
B0107318,Unknown,20.0,2019-04-29
A0202583,Unknown,5000.0,2019-04-29
C1801213,Unknown,500.0,2019-04-29
C2702095,Unknown,1150.0,2019-04-29
T1190138,Unknown,2.0,2019-04-29
B0106455,GIGE,42.0,2019-04-30
B0106798,USB2.0,10000.0,2019-04-30
B0105990,USB2.0,67000.0,2019-04-30
B0106797,USB2.0,5000.0,2019-04-30
B0106378,USB2.0,37250.0,2019-04-30
B0201190,USB2.0(TYPE C),500.0,2019-04-30
B0201147,USB2.0(TYPE C),500.0,2019-04-30
B0201220,USB2.0(TYPE C),3000.0,2019-04-30
B0107464,USB3.0,1764.0,2019-04-30
B0105992,其他,40000.0,2019-04-30
B0107017,其他,6410.0,2019-04-30
B0107174,其他,10080.0,2019-04-30
B0106054,其他,9000.0,2019-04-30
B0101957,其他,10300.0,2019-04-30
B0106297,其他,14000.0,2019-04-30
B0107173,其他,10200.0,2019-04-30
B0105340,其他,8040.0,2019-04-30
T2190007,Unknown,30.0,2019-04-30
C1801156,Unknown,5000.0,2019-04-30
C1502053,Unknown,20400.0,2019-04-30
T1190128,Unknown,300.0,2019-04-30
C1804137,Unknown,100000.0,2019-04-30
A0205280,Unknown,5000.0,2019-04-30
B0106455,GIGE,3.0,2019-05-02
B0107078,USB3.0,15.0,2019-05-02
B0107078,USB3.0,6.0,2019-05-02
T1190179,Unknown,6.0,2019-05-02
T1190061,Unknown,2.0,2019-05-02
C1805059,Unknown,100.0,2019-05-03
B0201143,Unknown,10.0,2019-05-03
C3204001,Unknown,200.0,2019-05-03
B0201211,USB2.0(TYPE C),150.0,2019-05-06
B0202009,USB2.0(TYPE C),100.0,2019-05-06
B0201207,USB2.0(TYPE C),250.0,2019-05-06
B0107464,USB3.0,500.0,2019-05-06
B0201209,USB3.0(TYPE C),100.0,2019-05-06
B0106944,其他,3.0,2019-05-06
A0202599,Unknown,4000.0,2019-05-06
A0202528,Unknown,1000.0,2019-05-06
A0202550,Unknown,3000.0,2019-05-06
A0202508,Unknown,1000.0,2019-05-06
T1190178,Unknown,1.0,2019-05-06
T2190010,Unknown,30.0,2019-05-07
B0107432,USB3.0,170.0,2019-05-08
B0106837,USB3.0,170.0,2019-05-08
B0107185,USB3.0,1.0,2019-05-08
B0106667,其他,100.0,2019-05-08
B0107294,其他,100.0,2019-05-08
A0202589,Unknown,5000.0,2019-05-08
A0202525,Unknown,25200.0,2019-05-08
A0202429,Unknown,5000.0,2019-05-08
A0202586,Unknown,5544.0,2019-05-08
C2001643,Unknown,20.0,2019-05-08
T1190165,Unknown,50.0,2019-05-08
T1190120,Unknown,1.0,2019-05-08
T1190164,Unknown,2.0,2019-05-08
A0202750,Unknown,1000.0,2019-05-08
B0107209,USB3.0,1.0,2019-05-09
B0106407,Unknown,9.0,2019-05-09
B0107242,GIGE,30.0,2019-05-10
B0107073,GIGE,4.0,2019-05-10
B0107467,GIGE,2.0,2019-05-10
B0107074,GIGE,2.0,2019-05-10
B0106863,USB3.0,10.0,2019-05-10
B0107286,USB3.0,2.0,2019-05-10
B0107198,USB3.0,700.0,2019-05-10
B0107285,USB3.0,2.0,2019-05-10
B0106854,其他,117.0,2019-05-10
B0201230,其他,100.0,2019-05-10
T1190159,Unknown,4.0,2019-05-10
C2001623,Unknown,5000.0,2019-05-10
T1190171,Unknown,2.0,2019-05-10
B0107082,USB3.0,160.0,2019-05-13
B0107210,USB3.0,120.0,2019-05-13
T1190172,Unknown,2.0,2019-05-13
B0107078,USB3.0,10.0,2019-05-14
B0107221,其他,1000.0,2019-05-14
B0201230,其他,850.0,2019-05-14
C1803128,Unknown,1000.0,2019-05-14
C2402088,Unknown,1000.0,2019-05-14
C0104276,Unknown,242.0,2019-05-14
B0107073,GIGE,8.0,2019-05-15
B0106773,GIGE,500.0,2019-05-15
B0107380,USB2.0,5040.0,2019-05-15
B0105990,USB2.0,50000.0,2019-05-15
B0106798,USB2.0,10000.0,2019-05-15
B0106797,USB2.0,21000.0,2019-05-15
B0106378,USB2.0,10000.0,2019-05-15
B0107210,USB3.0,10.0,2019-05-15
B0106942,其他,220.0,2019-05-15
B0301095,其他,1000.0,2019-05-15
B0106054,其他,3000.0,2019-05-15
B0106169,其他,2700.0,2019-05-15
B0301041,其他,1000.0,2019-05-15
B0107174,其他,10080.0,2019-05-15
B0101957,其他,12502.0,2019-05-15
B0106297,其他,28500.0,2019-05-15
B0106185,其他,1000.0,2019-05-15
B0105951,其他,10950.0,2019-05-15
B0105992,其他,70000.0,2019-05-15
B0107173,其他,5100.0,2019-05-15
T1190184,Unknown,5.0,2019-05-15
C1806018,Unknown,12000.0,2019-05-15
C1801103,Unknown,15000.0,2019-05-15
HQPF01,Unknown,5.0,2019-05-15
C1502073,Unknown,5000.0,2019-05-15
T1190186,Unknown,1.0,2019-05-15
C1502053,Unknown,20400.0,2019-05-15
T1190023,Unknown,2.0,2019-05-15
T1190024,Unknown,2.0,2019-05-15
C3003009,Unknown,2417.0,2019-05-15
T1190185,Unknown,1.0,2019-05-15
B0107497,USB2.0,100.0,2019-05-16
B0107032,USB3.0,100.0,2019-05-16
B0106844,USB3.0,250.0,2019-05-16
B0107064,USB3.0,200.0,2019-05-16
B0106845,USB3.0,100.0,2019-05-16
B0107472,USB3.0,1000.0,2019-05-16
B0107040,USB3.0,100.0,2019-05-16
B0107043,USB3.0,100.0,2019-05-16
B0107185,USB3.0,14.0,2019-05-16
B0105182,其他,50.0,2019-05-16
B0103048,其他,300.0,2019-05-16
B0106309,其他,350.0,2019-05-16
A0202586,Unknown,5040.0,2019-05-16
T1190158,Unknown,1.0,2019-05-16
C2402017,Unknown,1032.0,2019-05-16
B0201138,Unknown,4.0,2019-05-16
A0202677,Unknown,5000.0,2019-05-16
A0202505,Unknown,2000.0,2019-05-16
A0202580,Unknown,10000.0,2019-05-16
C1804143,Unknown,3000.0,2019-05-16
B0201229,Unknown,10.0,2019-05-16
A0202648,Unknown,3120.0,2019-05-16
A0202669,Unknown,1000.0,2019-05-16
B0107136,Unknown,20.0,2019-05-16
C2402050,Unknown,100.0,2019-05-16
T1190116,Unknown,1.0,2019-05-16
A0202525,Unknown,16800.0,2019-05-16
C2001623,Unknown,6000.0,2019-05-16
A0202583,Unknown,5000.0,2019-05-16
B0106879,Unknown,10.0,2019-05-16
C1403007,Unknown,500.0,2019-05-16
T1190115,Unknown,1.0,2019-05-16
B0107295,USB2.0,18000.0,2019-05-17
B0107380,USB2.0,2904.0,2019-05-17
B0107274,USB2.0,11200.0,2019-05-17
B0106943,USB3.0,100.0,2019-05-17
B0106865,USB3.0,1700.0,2019-05-17
T2190018,Unknown,10.0,2019-05-17
C2401006,Unknown,3000.0,2019-05-17
B0107347,其他,4610.0,2019-05-20
T1190152,Unknown,10.0,2019-05-20
A0102240,Unknown,1000.0,2019-05-20
T1190170,Unknown,15.0,2019-05-20
B0106747,GIGE,8.0,2019-05-21
B0107073,GIGE,2.0,2019-05-21
B0107157,GIGE,4.0,2019-05-21
B0107241,GIGE,8.0,2019-05-21
B0107242,GIGE,50.0,2019-05-21
B0106746,GIGE,500.0,2019-05-21
B0106742,GIGE,150.0,2019-05-21
B0106743,GIGE,6.0,2019-05-21
B0201189,USB2.0(TYPE C),250.0,2019-05-21
B0107272,USB3.0,3240.0,2019-05-21
B0107186,USB3.0,1020.0,2019-05-21
B0107286,USB3.0,10.0,2019-05-21
B0106748,其他,50.0,2019-05-21
B0102379,其他,5940.0,2019-05-21
B0106944,其他,100.0,2019-05-21
B0106750,其他,300.0,2019-05-21
B0106748,其他,50.0,2019-05-21
B0106869,其他,6.0,2019-05-21
B0102380,其他,5940.0,2019-05-21
B0102381,其他,5940.0,2019-05-21
B0107052,Unknown,3.0,2019-05-21
T1190139,Unknown,100.0,2019-05-21
B0107532,Unknown,2.0,2019-05-21
C2401006,Unknown,30.0,2019-05-21
T1190140,Unknown,100.0,2019-05-21
T1190141,Unknown,100.0,2019-05-21
T1190167,Unknown,10.0,2019-05-21
T1190168,Unknown,1.0,2019-05-21
B0201228,Unknown,10.0,2019-05-22
C1804102,Unknown,5000.0,2019-05-22
C1804107,Unknown,10000.0,2019-05-22
B0106656,GIGE,2.0,2019-05-23
B0201166,USB2.0(TYPE C),1.0,2019-05-23
B0106629,USB2.0,500.0,2019-05-23
B0201233,USB3.0(TYPE C),2.0,2019-05-23
B0201157,USB3.0(TYPE C),1.0,2019-05-23
B0201152,USB3.0(TYPE C),1.0,2019-05-23
B0201230,其他,1362.0,2019-05-23
A0202728,Unknown,5000.0,2019-05-23
HQPF01,Unknown,1.0,2019-05-23
A0202648,Unknown,6880.0,2019-05-23
B0102347,Unknown,50.0,2019-05-23
A0202508,Unknown,2000.0,2019-05-23
T1190187,Unknown,1.0,2019-05-23
T1190142,Unknown,540.0,2019-05-23
C2402072,Unknown,500.0,2019-05-23
A0202599,Unknown,10000.0,2019-05-23
A0202668,Unknown,2000.0,2019-05-23
A0202783,Unknown,28.0,2019-05-23
C2401041,Unknown,650.0,2019-05-23
T1190143,Unknown,540.0,2019-05-23
B0107489,GIGE,10.0,2019-05-24
B0106747,GIGE,16.0,2019-05-24
B0106773,GIGE,500.0,2019-05-24
B0107074,GIGE,2.0,2019-05-24
B0107285,USB3.0,1.0,2019-05-24
B0107286,USB3.0,10.0,2019-05-24
B0106840,Unknown,4.0,2019-05-24
HQPF01,Unknown,10.0,2019-05-24
C2401005,Unknown,100.0,2019-05-24
C2001643,Unknown,700.0,2019-05-24
B0107078,USB3.0,10.0,2019-05-27
B0107314,USB3.0,10.0,2019-05-27
B0106377,USB3.0,20.0,2019-05-27
B0106285,其他,2.0,2019-05-27
T1190014,Unknown,2.0,2019-05-27
B0107299,Unknown,20.0,2019-05-27
T4190004,Unknown,10.0,2019-05-27
B0201201,USB3.0(TYPE C),1000.0,2019-05-28
B0106469,Unknown,1.0,2019-05-28
A0202638,Unknown,2000.0,2019-05-28
C2401006,Unknown,1000.0,2019-05-28
C2402088,Unknown,550.0,2019-05-28
B0106960,GIGE,50.0,2019-05-29
B0106961,GIGE,50.0,2019-05-29
B0107465,USB3.0,920.0,2019-05-29
B0107210,USB3.0,68.0,2019-05-29
B0107049,其他,50.0,2019-05-29
T1190156,Unknown,15.0,2019-05-29
T1190200,Unknown,1.0,2019-05-29
T1190199,Unknown,1.0,2019-05-29
T1190201,Unknown,1.0,2019-05-29
A0520072,Unknown,1000.0,2019-05-29
B0106407,Unknown,2.0,2019-05-29
B0106746,GIGE,5.0,2019-05-30
B0107380,USB2.0,6048.0,2019-05-30
B0107273,USB2.0,30000.0,2019-05-30
B0107274,USB2.0,8800.0,2019-05-30
B0107019,USB2.0,25125.0,2019-05-30
B0106769,USB3.0,1170.0,2019-05-30
B0106188,USB3.0,200.0,2019-05-30
B0106771,USB3.0,335.0,2019-05-30
B0106865,USB3.0,1000.0,2019-05-30
B0106187,USB3.0,2500.0,2019-05-30
B0107465,USB3.0,840.0,2019-05-30
B0101939,其他,20000.0,2019-05-30
B0302001,其他,1000.0,2019-05-30
B0105992,其他,500.0,2019-05-30
B0107168,其他,50.0,2019-05-30
B0105460,其他,100.0,2019-05-30
B0105860,其他,100.0,2019-05-30
B0602206,其他,6458.0,2019-05-30
B0107493,其他,250.0,2019-05-30
B0107347,其他,20.0,2019-05-30
B0105462,其他,200.0,2019-05-30
B0107494,其他,100.0,2019-05-30
B0105354,其他,100.0,2019-05-30
B0105461,其他,250.0,2019-05-30
B0105992,其他,3000.0,2019-05-30
A0202528,Unknown,1000.0,2019-05-30
A0202429,Unknown,11000.0,2019-05-30
A0202728,Unknown,10000.0,2019-05-30
A0202592,Unknown,10000.0,2019-05-30
A0202587,Unknown,5000.0,2019-05-30
A0202466,Unknown,25200.0,2019-05-30
T1190194,Unknown,2.0,2019-05-30
A0202595,Unknown,7000.0,2019-05-30
A0202589,Unknown,5000.0,2019-05-30
T1190193,Unknown,55.0,2019-05-30
C2001623,Unknown,4200.0,2019-05-30
A0202677,Unknown,5000.0,2019-05-30
C2001643,Unknown,4090.0,2019-05-30
A0202383,Unknown,1000.0,2019-05-30
C2001691,Unknown,4000.0,2019-05-30
T1190192,Unknown,55.0,2019-05-30
B0106741,GIGE,60.0,2019-05-31
B0106774,GIGE,20.0,2019-05-31
B0107157,GIGE,13.0,2019-05-31
B0106798,USB2.0,10000.0,2019-05-31
B0105990,USB2.0,50000.0,2019-05-31
B0106383,USB2.0,1200.0,2019-05-31
B0105989,USB2.0,50000.0,2019-05-31
B0107465,USB3.0,240.0,2019-05-31
B0201213,USB3.0(TYPE C),2000.0,2019-05-31
B0106854,其他,5.0,2019-05-31
B0107347,其他,2800.0,2019-05-31
B0101957,其他,21200.0,2019-05-31
B0106054,其他,6000.0,2019-05-31
B0105340,其他,4560.0,2019-05-31
B0301041,其他,1000.0,2019-05-31
B0105951,其他,750.0,2019-05-31
B0106169,其他,1200.0,2019-05-31
B0106164,其他,2000.0,2019-05-31
B0201059,其他,2700.0,2019-05-31
C1502054,Unknown,20400.0,2019-05-31
B0106439,Unknown,2.0,2019-05-31
T1190198,Unknown,5.0,2019-05-31
T1190149,Unknown,10.0,2019-05-31
C1502056,Unknown,37440.0,2019-05-31
B0106855,Unknown,1.0,2019-05-31
C1502053,Unknown,20400.0,2019-05-31
T1190148,Unknown,10.0,2019-05-31
B0106472,Unknown,2.0,2019-05-31
C3001007,Unknown,10000.0,2019-05-31
C2402088,Unknown,10.0,2019-06-03
C2401041,Unknown,10.0,2019-06-03
B0107380,USB2.0,3952.0,2019-06-04
B0106862,USB3.0,130.0,2019-06-04
B0107464,USB3.0,360.0,2019-06-04
B0107078,USB3.0,4.0,2019-06-04
T1190224,Unknown,2.0,2019-06-04
T1190037,Unknown,35.0,2019-06-04
A0520044,Unknown,300.0,2019-06-04
C2001643,Unknown,25.0,2019-06-04
T1190172,Unknown,2.0,2019-06-04
B0106746,GIGE,8.0,2019-06-05
B0106773,GIGE,420.0,2019-06-05
B0107251,GIGE,6.0,2019-06-05
B0106746,GIGE,480.0,2019-06-05
B0107464,USB3.0,600.0,2019-06-05
B0201198,USB3.0(TYPE C),500.0,2019-06-05
C3301007,Unknown,3000.0,2019-06-05
A0202589,Unknown,5000.0,2019-06-05
A0202658,Unknown,10800.0,2019-06-05
C2001605,Unknown,500.0,2019-06-05
B0106746,GIGE,420.0,2019-06-06
B0107464,USB3.0,1080.0,2019-06-06
B0107347,其他,1800.0,2019-06-06
B0106854,其他,218.0,2019-06-06
B0106869,其他,162.0,2019-06-06
B0107496,Unknown,1.0,2019-06-06
T1190227,Unknown,200.0,2019-06-06
T1190232,Unknown,25.0,2019-06-06
T1190211,Unknown,10.0,2019-06-06
T1190168,Unknown,1.0,2019-06-06
HQPF01,Unknown,1.0,2019-06-06
B0107052,Unknown,10.0,2019-06-06
T1190231,Unknown,25.0,2019-06-06
B0107015,USB2.0,158.0,2019-06-10
B0107464,USB3.0,1080.0,2019-06-10
B0106864,USB3.0,600.0,2019-06-10
B0201236,其他,5.0,2019-06-10
C2402072,Unknown,515.0,2019-06-10
T1190225,Unknown,12.0,2019-06-10
T1190242,Unknown,10.0,2019-06-10
T1190243,Unknown,2.0,2019-06-10
C3301004,Unknown,8000.0,2019-06-10
T1190241,Unknown,1.0,2019-06-10
B0106377,USB3.0,80.0,2019-06-11
B0107082,USB3.0,80.0,2019-06-11
B0107464,USB3.0,1100.0,2019-06-11
B0107171,其他,260.0,2019-06-11
B0106809,其他,100.0,2019-06-11
B0107049,其他,97.0,2019-06-11
T1190036,Unknown,20.0,2019-06-11
B0107366,USB3.0,4.0,2019-06-12
B0107070,USB3.0,300.0,2019-06-12
B0201230,其他,437.0,2019-06-12
T1190223,Unknown,30.0,2019-06-12
B0107367,Unknown,4.0,2019-06-12
B0106448,Unknown,20.0,2019-06-12
T1190182,Unknown,2.0,2019-06-12
T1190183,Unknown,2.0,2019-06-12
T1190181,Unknown,2.0,2019-06-12
B0107274,USB2.0,16000.0,2019-06-13
C2401006,Unknown,1000.0,2019-06-13
A0202505,Unknown,3000.0,2019-06-13
